ID,datetime,Acceleration x,Acceleration y,Acceleration z,Linear Acceleration x,Linear Acceleration y,Linear Acceleration z,Gyroscope x,Gyroscope y,Gyroscope z,La,Lo,He,V,D,Ho,VA,Magnetic field x,Magnetic field y,Magnetic field z,Weather,Temperature (Celsius),UV index,Wind (m/s),Humidity (%),PACES,gyro_mean,gyro_median,gyro_magnitude,mag_mean,mag_median,mag_strength,acc_mean,acc_median,acc_angle,lacc_mean,lacc_median,tot_acc,lat_shift,lon_shift,distance,cum_dist,height_diff,ascent,descent,total_ascent,total_descent,direction_diff,velocity_diff,acceleration,nature_bool,isolation_score
1.0,1686250482.564081,-0.3709989119549187,1.2616681842414703,9.57830018958267,0.0538539144754105,0.0168457880205645,-0.0596983295800734,0.0234439061878591,0.0961197063954052,0.0162394962520623,52.2889894253296,4.98085607614872,-1.1959670279250034,0.386105477809903,25.11293832178309,5.854146901085511,5.854146901085511,-15.932834858797037,7.705697935454699,-48.19630992655851,0,22.0,1.0,6.0,54.0,15.0,0.045267702945108866,0.0234439061878591,0.1002613381788054,-18.807815616633615,-15.932834858797037,51.34313291811332,3.4896564872897406,1.2616681842414703,0.13644519962415871,0.0036671243053005335,0.0168457880205645,0.08214569515811336,52.28900225640388,4.980937080797453,0.005691316757492406,0.005691316757492406,-1.1959670279250034,0.0,1.1959670279250034,0.0,1.1959670279250034,40.9522330245086,0.386105477809903,0.0772210955619806,0,0.6002667706311027
1.0,1686250487.564081,-3.063682040405274,-0.0191571624755859,9.206592791748047,-0.1298804137542843,-0.2514403266124427,0.2542467715859413,-0.031807632446289,0.0404530786722898,-0.0504857821762561,52.28900225640388,4.980937080797453,-1.3258140355348589,1.2410962820052862,66.06517134629169,5.117680888647973,5.117680888647973,-0.3932118225097656,14.04317111968994,-47.98718109130859,0,22.0,1.0,6.0,54.0,15.0,-0.013946778650085102,-0.031807632446289,0.07209016061747305,-11.445740598042805,-0.3932118225097656,50.001348179067136,2.0412511962890627,-0.0191571624755859,0.3212497322409445,-0.04235798959359525,-0.1298804137542843,0.38043735435131726,52.28903127781107,4.981001470158108,0.005439998116801085,0.011131314874293492,-0.12984700760985546,0.0,0.12984700760985546,0.0,1.3258140355348589,40.9522330245086,0.8549908041953832,0.17099816083907665,0,0.6001509281029789
1.0,1686250492.564081,-3.7238033111572255,-0.5050946502685547,9.519529037475586,-0.6710351835519076,-0.349476522526145,0.7201055289387703,0.0909727552533149,-0.0445767460018396,0.1384333241358399,52.28903127781107,4.981001470158108,-1.3776474794372917,1.241120338439914,54.13396648044645,5.05938886297446,5.05938886297446,-0.7372671508789063,14.501199226379397,-47.64636352539063,0,22.0,1.0,6.0,54.0,15.0,0.06160977779577173,0.0909727552533149,0.17154274602497935,-11.294143816630047,-0.7372671508789063,49.80968077641721,1.7635436920166019,-0.5050946502685547,0.3759785616467075,-0.10013539237976077,-0.349476522526145,1.0444970225757926,52.28904952119306,4.98106084041124,0.004518998652186058,0.01565031352647955,-0.05183344390243283,0.0,0.05183344390243283,0.0,1.3776474794372917,11.931204865845238,2.405643462788376e-05,4.811286925576752e-06,0,0.6000931006058309
1.0,1686250497.564081,-3.953677285766602,0.6085085998535156,7.663978674316407,-0.2321608133420348,-0.3776835434585808,0.4056614047005772,-0.2633271022886038,0.1735038929805159,-0.0709388193581253,52.28904952119306,4.98106084041124,-1.426708392612636,1.0395654678344588,53.14448031845634,5.696945798324473,5.696945798324473,8.601267700195313,11.278681831359863,-40.23119384765625,0,22.0,1.0,6.0,54.0,15.0,-0.053587342888737725,-0.0709388193581253,0.3232291443713451,-6.7837481053670246,8.601267700195313,42.65840395878829,1.4396033294677737,0.6085085998535156,0.4810547773039998,-0.06806098403334611,-0.2321608133420348,0.6009198594777097,52.289092497853154,4.981128291360927,0.00662449058231559,0.022274804108795142,-0.049060913175344334,0.0,0.049060913175344334,0.0,1.426708392612636,0.989486161990115,-0.2015548706054553,-0.04031097412109106,0,0.6000241928320661
1.0,1686250502.564081,0.8391429931640626,-9.190136013793946,1.1855196990966796,0.1241848054401576,0.3817363509535789,-0.2008959778279066,-0.0454378779232502,0.0873471976071596,-0.1472007442452013,52.289092497853154,4.981128291360927,-1.5648651953786612,1.2610544014971925,54.059713135124696,4.718159879735353,4.718159879735353,-22.234419860839843,42.85219123840332,1.039912109375,0,22.0,1.0,6.0,54.0,15.0,-0.035097141520430634,-0.0454378779232502,0.1770937401105232,7.219227828979492,1.039912109375,48.28831264059684,-2.388491107177735,0.8391429931640626,1.4430313730867637,0.10167505952194329,0.1241848054401576,0.44889163664407306,52.28912219594446,4.98119532353429,0.0056295239232703595,0.027904328032065502,-0.13815680276602516,0.0,0.13815680276602516,0.0,1.5648651953786612,0.9152328166683574,0.2214889336627337,0.04429778673254674,0,0.5999863427353498
1.0,1686250507.564081,1.3429862457275394,-9.826040643310549,1.0688852416992187,-0.0087464625164866,-0.2064937658786773,-0.0731480604328214,0.0346213134005665,-0.0612580197304487,0.0019378464249894,52.28912219594446,4.98119532353429,-1.090648413822055,1.0932038154491803,55.24282844532244,4.860550406416653,4.860550406416653,-25.556803588867187,41.30895317077637,2.875456848144532,0,22.0,1.0,6.0,54.0,15.0,-0.008232953301630933,0.0019378464249894,0.07039130323870366,6.209202143351239,2.875456848144532,48.66053918557491,-2.4713897186279303,1.0688852416992187,1.463431920450609,-0.09612942960932842,-0.0731480604328214,0.2192414529654326,52.28914977950948,4.981261814771746,0.005464409535887149,0.03336873756795265,0.4742167815566063,0.4742167815566063,0.0,0.4742167815566063,1.5648651953786612,1.183115310197742,-0.16785058604801217,-0.033570117209602436,0,0.5999249344977264
1.0,1686250512.564081,0.6113257415771485,-9.762165472412107,1.152758825683594,-0.1905909290157258,-0.0679163804411888,0.1447786324560642,0.001004221457988,0.0308802771382033,0.0158588582940865,52.28914977950948,4.981261814771746,-1.3393639173358678,1.041334853090588,52.517805893742434,4.887907386507704,4.887907386507704,-23.10816467285156,42.53167938232422,4.081329956054687,0,22.0,1.0,6.0,54.0,15.0,0.01591445229675927,0.0158588582940865,0.03472899888077457,7.834948221842449,4.081329956054687,48.575593458429694,-2.6660269683837883,0.6113257415771485,1.4534839837234779,-0.037909559000283456,-0.0679163804411888,0.24879386923949282,52.289181070959785,4.981328604018572,0.005722118374385794,0.039090855942338444,-0.24871550351381289,0.0,0.24871550351381289,0.4742167815566063,1.813580698892474,2.725022551580004,-0.051868962358592396,-0.01037379247171848,0,0.5998605228801773
1.0,1686250517.564081,1.068893550950654,-9.494254555215642,1.1428733825683592,-0.0288002436630884,0.1459304765414218,-0.0864422574076725,0.0239738299112234,0.0342001803979581,-0.0095384224289458,52.289181070959785,4.981328604018572,-1.0658673629164697,1.161860669455852,56.15820666740133,4.905853153338443,4.905853153338443,-24.205813972317443,41.79185680467256,3.606435658980389,0,22.0,1.0,6.0,54.0,15.0,0.016211862626745233,0.0239738299112234,0.042841316066364765,7.064159497111835,3.606435658980389,48.43022923141145,-2.4274958738988768,1.068893550950654,1.4517424552805458,0.010229325156886968,-0.0288002436630884,0.1720390126814091,52.28921117336747,4.981398759512567,0.00582860123411386,0.04491945717645231,0.27349655441939813,0.27349655441939813,0.0,0.7477133359760044,1.813580698892474,3.6404007736588966,0.12052581636526405,0.02410516327305281,0,0.5998022485635852
1.0,1686250522.564081,0.7912156585693358,-9.782065090942384,1.3809173675537108,-0.1005387859404087,-0.1389630677819252,-0.015295029759407,0.008518641218543,-0.0285743018239736,-0.0071456475555896,52.28921117336747,4.981398759512567,-1.113843221962452,1.1303771666751097,54.734378483113815,4.89604277708422,4.89604277708422,-23.32685821533203,42.25801162719726,1.6845297241210937,0,22.0,1.0,6.0,54.0,15.0,-0.009067102720340068,-0.0071456475555896,0.030661347849148844,6.871894378662109,1.6845297241210937,48.298234970586556,-2.536644021606446,0.7912156585693358,1.431005318366982,-0.08493229449391364,-0.1005387859404087,0.17219965046734678,52.28924430778905,4.981463824513532,0.005758378568666247,0.050677835745118555,-0.04797585904598223,0.0,0.04797585904598223,0.7477133359760044,1.8615565579384563,1.4238281842875153,-0.0314835027807423,-0.00629670055614846,0,0.5997359129130093
1.0,1686250527.564081,1.306566979980469,-9.52196297607422,0.2360531249999999,-0.0238767981380224,0.1547444923281669,0.0955279552839696,-0.0262283463776111,-0.0401764021813869,-0.0045298341847956,52.28924430778905,4.981463824513532,-1.347888164408505,1.0653149281804215,47.38901224319255,4.878787712404959,4.878787712404959,-26.208121948242187,40.14613166809082,6.483369445800781,0,22.0,1.0,6.0,54.0,15.0,-0.02364486091459787,-0.0262283463776111,0.048193244793085246,6.807126388549804,6.483369445800781,48.379867954928955,-2.6597809570312507,0.2360531249999999,1.5462410139054648,0.07546521649137136,0.0955279552839696,0.18341632870593083,52.28927716622415,4.98152719220491,0.0056502447061173924,0.05632808045123595,-0.23404494244605312,0.0,0.23404494244605312,0.7477133359760044,2.095601500384509,7.345366239921262,-0.06506223849468817,-0.013012447698937635,0,0.5996837684738346
